sleep_duration_hours,quality_rating,stress_level,caffeine_cups,screen_time_before_bed,exercise_today,alcohol_consumed,nap_duration_mins,night_awakenings,age,weight_kg,height_cm,sleep_goal_hours,sleep_score
7.45,4,6,4,163,0,1,45,2,51,49.5,151.4,7.5,28.32
5.68,9,4,1,115,1,1,0,0,57,58.0,163.4,7.5,31.0
7.15,2,8,2,36,0,0,0,1,23,58.1,192.1,9.0,19.98
6.49,8,1,2,60,1,1,30,5,53,63.9,184.9,9.0,20.37
6.73,5,6,2,103,0,1,0,5,42,61.0,183.9,9.0,2.95
5.79,6,9,1,153,1,0,90,5,57,63.5,159.4,7.5,4.35
8.14,3,9,1,18,0,0,0,2,40,57.3,193.0,8.5,62.91
7.17,4,9,5,104,1,0,0,1,60,98.8,185.5,7.5,50.43
5.1,3,2,0,145,0,0,20,2,40,84.3,170.6,6.5,26.66
5.19,2,6,5,107,0,1,0,2,47,62.6,171.0,6.0,16.55
10.0,9,7,5,179,1,1,0,1,61,95.4,191.9,8.0,30.32
8.35,8,7,3,72,0,1,90,0,49,91.0,184.6,6.0,37.65
6.11,7,4,1,65,1,1,45,4,45,79.9,178.1,9.0,20.5
4.77,9,9,3,151,1,0,0,5,20,97.5,184.9,7.5,14.17
7.23,8,6,3,16,0,1,0,2,62,61.9,189.0,9.0,19.42
6.54,4,2,4,148,0,0,0,2,50,79.3,167.7,8.0,17.19
8.19,4,6,2,73,1,1,0,0,19,53.7,166.8,8.5,61.05
8.76,7,3,3,40,1,1,0,3,38,61.1,177.4,6.0,48.06
7.53,5,9,1,145,1,1,0,1,59,63.1,155.1,6.5,30.51
8.55,6,6,0,107,0,0,0,3,51,84.7,185.4,9.0,61.38
6.59,6,5,1,15,0,0,60,4,31,53.4,189.6,7.0,53.76
5.1,1,2,2,176,1,0,0,4,36,59.0,195.0,7.0,14.74
6.74,8,8,0,94,0,1,0,0,55,98.5,166.8,8.0,24.89
6.0,10,3,1,171,1,1,0,1,48,45.5,152.1,7.5,32.36
7.35,5,5,0,72,0,1,0,0,41,102.8,175.3,9.0,19.1
5.98,4,7,4,135,1,0,0,5,60,53.8,189.5,6.5,25.24
6.85,5,2,0,155,1,1,0,1,23,52.3,165.1,6.0,60.55
8.23,9,2,2,25,0,1,20,0,53,76.9,153.2,8.5,66.56
8.3,10,5,4,87,0,0,0,5,63,104.2,152.9,8.0,46.93
6.48,5,9,5,122,0,0,45,3,47,52.3,185.5,6.5,37.08
7.18,8,4,1,104,0,0,0,5,64,107.5,186.6,7.5,53.29
6.3,6,10,5,123,1,0,30,2,29,79.0,155.1,8.0,13.56
8.15,8,3,1,19,0,0,0,3,59,56.8,185.4,7.0,51.48
6.89,6,6,0,54,1,1,0,5,31,52.4,187.2,8.0,18.06
7.61,3,1,1,1,1,1,0,2,46,57.2,154.8,8.5,47.38
7.68,1,2,4,154,0,0,0,5,31,85.0,150.7,8.0,37.46
6.86,6,6,4,10,1,1,30,2,55,79.3,177.0,7.0,47.19
5.81,4,7,3,170,1,0,45,5,42,106.1,188.8,9.0,3.63
8.62,9,8,1,123,1,0,0,4,46,80.0,154.2,6.0,47.91
11.0,8,5,3,105,0,1,20,2,46,62.8,162.8,7.5,35.5
8.46,7,8,1,63,0,0,0,5,33,68.8,151.7,7.0,42.33
6.63,8,9,4,84,1,1,60,1,46,91.3,185.7,8.5,10.11
5.79,5,9,0,87,1,0,30,5,64,106.4,176.1,9.0,14.95
6.14,10,1,4,176,0,1,0,4,58,70.6,192.7,8.0,15.93
7.07,1,1,4,37,0,0,30,4,39,93.3,176.7,8.0,42.87
8.49,9,4,0,152,1,0,0,4,32,52.0,193.3,8.0,72.03
5.04,5,4,5,152,1,0,90,1,50,71.1,189.4,6.0,41.7
7.73,6,3,0,27,1,0,0,1,35,69.4,182.2,6.5,63.22
8.56,2,8,5,82,1,1,30,2,32,71.5,191.6,8.5,38.45
7.26,7,6,5,49,0,0,0,1,27,74.4,178.8,7.0,57.32
6.73,7,4,3,1,0,0,0,3,37,80.9,175.0,8.0,22.74
7.28,2,1,5,156,0,1,0,2,30,51.9,163.9,6.0,24.99
6.55,8,3,5,10,0,1,0,4,33,50.0,165.8,7.0,49.4
6.65,6,1,2,118,1,1,0,3,24,55.1,177.9,7.5,50.66
6.01,2,2,4,172,0,0,60,4,34,67.5,185.8,6.5,36.53
6.33,6,9,1,128,0,1,0,2,27,86.7,185.2,8.5,14.71
6.93,5,6,5,124,1,1,0,5,51,49.0,156.9,6.0,26.68
6.94,10,1,3,140,1,0,0,4,49,74.2,160.2,8.0,37.68
7.08,5,8,1,144,0,0,30,3,61,50.9,171.6,6.5,44.33
6.16,6,9,1,93,0,1,30,2,37,80.0,191.0,6.5,51.05
5.96,6,5,1,118,0,1,60,1,20,81.9,161.6,9.0,20.66
8.45,1,6,4,60,0,0,0,2,22,61.1,153.9,6.0,24.61
8.62,9,5,4,85,0,1,0,0,49,45.6,166.5,6.0,42.82
7.23,8,1,5,99,1,0,30,1,19,77.0,151.5,8.5,35.07
8.73,4,3,2,154,1,1,0,1,40,66.2,165.0,8.5,54.73
6.76,7,4,3,2,0,0,0,2,57,60.8,181.9,8.0,24.31
7.35,2,8,5,49,1,1,0,1,36,52.2,184.0,6.0,22.94
5.83,5,9,2,10,1,1,0,3,50,105.4,167.1,6.5,36.17
8.06,3,2,0,88,0,1,0,1,52,58.1,194.9,8.0,57.33
7.84,1,7,5,9,1,0,0,3,28,87.3,160.3,8.0,44.57
5.78,3,9,3,165,0,0,30,0,26,97.8,192.5,8.5,18.54
4.24,9,9,5,168,0,0,90,3,64,64.7,158.9,8.5,4.46
5.96,8,6,4,93,0,0,20,4,41,81.4,162.6,6.0,53.36
5.87,10,3,5,175,1,0,0,0,40,98.0,165.5,7.0,34.45
5.55,8,4,5,13,1,1,0,2,38,93.1,169.3,7.0,17.19
8.78,2,4,1,101,1,0,0,5,54,62.2,150.1,6.5,36.08
5.86,3,7,4,128,0,0,60,1,21,96.2,183.6,8.0,5.01
8.69,10,6,3,112,1,1,0,0,58,69.9,192.7,8.0,59.83
7.39,5,4,0,163,1,1,0,2,19,56.9,158.2,6.0,46.09
7.08,1,3,3,141,0,0,0,0,31,63.3,190.4,7.5,48.35
7.41,3,7,5,138,1,1,0,5,31,90.6,175.3,8.5,0.0
5.86,6,6,1,23,0,1,0,2,43,91.9,190.3,6.0,56.07
6.47,5,10,1,29,1,1,0,5,40,100.7,194.5,9.0,6.57
6.97,9,1,4,151,1,0,0,4,63,49.0,167.5,6.5,59.35
3.51,7,5,4,136,1,0,90,3,58,71.7,164.5,6.5,8.95
6.68,1,6,1,66,1,1,0,1,39,50.5,163.0,9.0,17.04
4.8,8,7,3,36,1,1,45,2,42,69.5,174.3,8.0,16.1
6.12,6,10,3,174,1,1,0,1,30,64.7,174.2,6.5,50.56
6.54,7,10,0,92,1,0,0,2,63,96.8,178.3,7.5,52.58
7.06,2,3,4,132,1,0,0,0,39,68.0,165.8,9.0,23.5
8.07,6,8,0,139,0,0,0,2,43,107.5,180.4,8.0,63.27
8.65,8,4,2,62,0,1,0,2,57,70.8,171.5,6.0,40.91
5.82,6,3,2,155,1,1,30,5,18,91.6,171.6,7.0,9.77
7.41,6,9,5,136,0,0,0,1,49,97.6,186.1,8.0,36.48
7.35,7,10,2,165,0,0,0,1,26,60.1,165.9,6.0,39.36
9.33,9,10,5,31,1,1,0,5,22,46.2,153.9,7.0,22.93
5.26,10,10,5,165,1,1,0,3,53,98.2,168.7,7.0,1.3
5.93,6,6,4,160,1,1,0,3,55,87.3,151.0,7.0,5.1
5.36,4,8,2,153,0,1,0,5,64,59.0,167.8,7.0,0.0
4.69,2,4,1,56,1,0,0,2,43,49.6,171.0,9.0,29.07
8.26,1,7,3,75,0,0,0,5,64,62.8,175.3,8.0,27.89
8.73,4,2,4,121,1,1,0,4,58,80.7,175.1,6.5,22.55
10.49,6,8,1,165,0,1,0,4,46,46.7,189.7,7.0,30.74
5.8,6,2,1,99,0,0,0,1,57,60.7,154.4,7.5,32.08
7.68,10,10,0,91,0,0,0,1,64,95.3,193.4,8.5,51.05
4.53,3,6,2,148,0,1,20,3,42,104.6,189.7,6.0,7.27
7.64,10,5,3,18,0,1,0,0,56,50.5,182.0,6.5,48.21
8.86,10,8,0,140,0,0,30,2,63,54.3,182.1,9.0,64.31
6.63,8,9,5,17,1,1,0,4,19,86.5,185.2,7.0,41.85
9.09,6,4,3,161,0,1,0,4,54,74.2,193.6,6.0,24.06
5.53,2,4,3,144,1,1,0,3,22,101.5,159.5,6.5,29.42
5.81,3,4,2,146,0,1,0,1,47,92.3,156.4,9.0,13.13
6.29,9,6,1,170,1,0,0,3,46,62.9,183.6,7.0,59.8
6.61,4,5,0,18,1,1,20,5,25,84.8,190.1,8.5,14.49
8.48,2,3,4,91,1,1,45,3,58,85.6,162.3,6.0,21.0
6.02,7,8,2,104,0,0,30,2,47,101.7,175.8,6.0,56.16
6.56,1,9,1,25,0,0,30,5,44,56.8,163.0,7.5,31.0
7.21,1,4,0,61,0,0,90,0,36,53.4,187.0,7.0,60.42
7.21,4,8,5,102,1,1,0,0,43,68.4,162.1,9.0,12.25
7.21,8,7,4,97,0,0,0,1,34,84.5,175.2,7.0,57.15
8.0,8,6,2,146,0,0,20,0,22,46.7,157.2,8.0,64.99
6.96,5,5,5,145,1,0,0,2,41,96.9,170.1,8.0,15.63
6.15,5,8,0,147,0,1,20,1,20,53.5,181.5,8.0,19.19
6.73,10,1,5,51,1,0,30,2,60,69.7,164.7,6.0,67.49
6.94,4,2,0,109,1,1,90,4,51,56.7,180.8,6.5,46.91
7.41,4,8,1,112,1,1,0,0,50,45.5,154.2,8.5,18.43
5.24,4,2,3,89,1,1,0,5,19,106.7,157.6,6.5,11.2
5.37,5,10,4,87,0,0,0,5,21,104.4,167.4,6.5,0.0
7.08,6,9,5,161,0,1,0,2,41,84.7,175.9,8.0,21.86
8.25,8,1,1,116,1,1,0,2,44,76.2,185.6,8.5,72.03
6.96,7,7,3,29,1,0,0,2,36,96.6,173.4,7.5,52.03
7.4,2,2,3,3,0,0,0,3,63,62.4,190.6,6.5,51.0
8.13,5,6,0,88,1,1,0,1,20,58.3,191.9,7.5,61.6
8.35,9,5,0,18,0,0,30,4,45,85.8,176.9,8.5,63.41
6.42,3,8,0,91,1,0,0,3,18,67.1,173.2,6.5,58.32
6.43,5,5,1,102,0,0,20,2,50,105.1,151.0,8.5,23.94
6.56,8,8,4,82,0,0,0,1,63,59.0,191.9,7.0,53.9
6.36,1,1,2,162,0,1,0,0,37,108.4,166.7,7.5,18.78
7.7,6,4,3,34,0,0,90,0,64,46.3,185.8,7.0,59.26
4.77,9,1,3,104,1,0,0,5,21,49.2,164.9,8.5,31.7
5.49,10,8,1,172,1,1,0,3,55,70.8,178.1,8.5,19.86
9.45,10,3,2,73,0,0,0,0,51,81.6,164.1,6.5,54.34
7.64,9,8,0,107,1,1,30,2,38,57.1,184.0,6.5,49.4
6.58,4,2,1,76,1,1,0,3,18,65.8,162.5,6.0,58.44
7.25,9,5,4,120,0,0,20,4,57,65.4,188.0,7.5,50.53
5.68,1,1,0,110,0,0,0,5,30,101.0,152.3,7.0,16.65
7.3,7,2,3,1,1,1,0,5,64,58.2,180.6,6.5,48.93
6.51,1,9,2,26,0,1,0,2,20,80.2,150.1,7.5,31.12
7.84,6,4,5,1,1,0,0,5,63,92.2,188.0,9.0,16.68
7.42,9,1,4,86,1,0,0,5,36,58.6,174.3,6.0,47.52
4.7,1,5,3,163,0,0,0,1,55,56.3,178.5,9.0,9.26
5.76,3,6,2,27,0,1,0,0,25,102.6,156.5,8.0,14.18
6.52,5,1,2,110,1,0,0,2,57,97.3,167.4,8.5,27.45
6.72,8,2,3,165,0,0,45,1,64,95.1,189.7,6.0,55.34
5.17,5,1,2,37,0,0,0,5,55,72.0,186.0,6.0,46.6
6.66,10,7,4,51,1,1,45,2,20,60.5,164.2,8.5,18.05
6.36,10,7,3,155,0,1,0,5,34,90.9,151.4,8.5,12.97
9.17,1,6,1,104,1,0,0,1,27,53.4,176.1,7.0,43.14
7.21,1,3,5,161,0,0,0,1,20,54.4,172.5,9.0,8.58
9.0,5,6,2,129,1,1,0,4,34,70.7,189.9,7.5,33.14
6.43,10,3,2,87,1,1,0,4,43,93.3,172.3,6.0,55.54
6.95,7,9,0,122,0,1,0,1,54,108.0,161.9,8.5,17.02
7.48,9,5,2,135,1,1,0,2,33,51.4,191.1,7.5,58.24
8.75,3,4,2,44,0,0,30,3,38,89.9,187.3,6.5,36.8
7.82,3,7,1,54,1,1,0,3,45,45.1,183.2,9.0,15.92
8.78,10,10,4,35,0,1,0,0,45,52.9,166.2,6.0,38.63
7.22,7,10,0,89,1,0,0,4,52,55.8,173.7,8.0,46.56
6.09,8,1,1,130,1,0,0,5,30,56.9,187.9,8.5,34.45
5.42,10,6,0,95,1,0,0,2,44,88.2,185.6,8.0,37.98
7.6,6,2,4,44,0,1,0,3,59,82.5,190.6,7.0,51.88
7.72,9,7,1,169,1,0,0,2,53,52.8,153.7,7.5,67.14
8.26,3,10,3,156,1,0,30,4,41,100.4,154.8,7.5,41.48
6.66,3,4,2,23,0,0,0,0,20,46.8,171.0,7.0,64.24
7.63,4,9,5,18,1,1,20,1,45,66.6,187.0,8.0,44.38
5.17,1,10,4,40,1,1,0,3,41,81.7,151.5,8.5,0.0
7.51,9,1,5,152,0,1,0,3,47,66.0,171.0,7.0,48.77
5.23,2,3,3,44,0,1,20,0,24,49.5,177.0,9.0,19.52
6.17,2,8,0,26,0,0,0,5,22,54.1,183.0,6.0,45.07
6.11,8,4,5,93,1,1,0,5,53,86.1,164.9,9.0,4.01
7.96,8,1,2,89,1,0,30,4,56,75.0,162.3,8.0,67.25
6.86,2,3,3,19,1,1,0,5,30,55.1,150.6,9.0,7.62
9.13,10,3,2,130,0,0,30,0,58,86.4,155.2,9.0,68.82
6.42,6,5,2,135,0,0,0,2,26,93.6,168.2,7.5,25.34
7.91,5,2,0,174,0,0,30,4,36,101.2,154.3,9.0,22.86
5.25,8,9,5,68,0,1,60,1,39,86.6,189.6,8.5,2.25
6.13,7,2,1,163,1,0,0,1,51,95.4,150.2,7.0,61.23
6.38,2,7,1,59,1,1,0,5,58,95.6,164.0,8.5,6.53
7.49,8,5,3,150,0,1,0,5,40,70.0,159.8,9.0,7.18
6.88,6,7,2,30,1,1,30,0,58,78.2,186.6,7.5,44.24
6.87,7,2,2,130,0,1,0,5,49,51.2,194.1,6.0,49.9
5.12,2,5,0,91,1,0,20,1,39,109.3,172.7,6.0,56.6
7.28,9,4,5,40,0,0,0,0,55,103.7,192.5,6.0,46.93
6.17,1,4,2,173,1,0,30,0,37,90.6,180.8,8.5,21.52
7.55,6,1,1,152,1,0,0,1,28,83.5,156.8,9.0,36.93
8.08,4,1,0,84,1,0,0,5,58,89.2,174.7,6.5,50.17
6.79,4,8,0,93,0,1,0,5,42,58.5,178.8,6.5,39.13
5.33,6,7,5,122,0,0,0,2,61,71.8,164.4,6.0,36.89
8.86,9,2,2,10,0,0,60,1,47,96.6,191.9,7.5,57.3
6.83,2,1,4,92,0,0,20,3,40,74.4,188.5,8.5,12.79
6.94,1,10,0,99,0,0,0,5,58,65.7,187.8,6.0,37.93
6.95,1,5,4,0,0,0,0,2,28,71.4,173.3,8.5,8.61
7.14,1,4,3,148,1,0,60,3,58,56.2,162.0,8.5,1.36
6.87,8,1,3,44,0,0,30,2,45,106.4,192.9,7.5,59.46
7.96,7,3,5,167,0,1,0,2,21,68.7,152.5,9.0,6.92
5.49,8,8,3,54,1,0,0,4,62,79.7,162.6,6.5,18.09
6.95,10,9,3,15,1,0,0,0,18,56.4,152.4,6.0,76.99
6.79,5,5,3,33,0,1,0,1,59,109.5,157.1,8.5,12.59
6.41,1,10,1,121,0,1,0,0,35,107.8,179.6,6.0,41.17
8.3,1,3,1,62,1,0,90,5,29,84.7,172.0,6.5,37.01
6.22,2,3,1,155,1,0,0,1,18,85.5,192.9,7.5,33.25
6.89,1,5,1,10,1,1,0,5,42,77.4,184.4,6.0,36.43
5.19,8,7,2,50,0,0,30,5,30,62.3,167.9,9.0,25.14
4.54,9,6,1,157,0,1,0,0,48,99.7,185.6,7.0,27.86
7.22,8,8,5,61,1,0,20,3,41,62.3,184.1,8.0,41.29
7.58,1,5,4,100,0,1,20,5,43,84.0,155.2,7.5,24.29
7.57,8,10,2,97,1,1,30,3,28,81.6,160.9,9.0,12.63
7.8,7,5,4,77,0,0,30,2,34,89.9,163.2,9.0,21.27
5.41,4,2,5,47,1,0,90,5,24,99.8,159.2,6.0,30.46
7.06,5,7,4,122,1,1,0,0,30,86.7,181.6,9.0,18.47
7.4,5,7,5,42,1,0,0,0,24,57.3,160.3,7.0,59.99
7.69,9,5,3,149,0,1,0,4,54,64.5,161.2,7.0,39.17
6.81,5,3,0,94,1,0,0,4,43,46.2,182.8,7.5,56.44
4.89,9,6,0,178,1,0,0,2,23,57.2,186.6,9.0,39.3
8.64,4,8,2,80,1,0,0,0,48,102.9,184.5,9.0,65.53
7.51,9,5,0,102,0,0,0,3,32,97.8,180.4,7.0,74.06
6.71,5,5,1,56,0,1,0,0,47,73.0,154.4,6.0,60.28
8.97,2,9,4,129,0,1,0,0,31,50.5,174.6,9.0,33.27
8.42,6,8,4,170,0,0,60,1,34,53.8,189.5,9.0,31.38
6.65,4,9,5,26,0,0,0,0,48,82.3,160.4,7.5,31.02
7.32,6,8,3,113,1,0,0,3,55,94.5,175.5,7.5,54.29
6.51,5,3,0,151,0,1,0,5,23,98.4,167.7,7.5,36.6
7.47,6,10,0,14,1,1,30,3,40,108.9,169.8,8.5,22.68
7.64,1,10,2,11,0,0,30,2,22,54.7,150.4,7.0,45.05
6.21,4,10,2,14,0,1,0,3,27,82.7,176.1,6.5,42.24
7.73,5,7,3,11,1,0,30,5,54,67.0,153.3,9.0,14.0
6.94,3,3,3,105,0,1,90,1,46,94.0,181.4,8.5,8.5
8.64,6,1,0,153,0,0,0,0,24,107.6,182.8,6.0,62.37
7.8,3,9,0,38,0,0,45,2,63,46.8,191.3,8.5,32.08
6.73,10,2,2,140,1,1,30,0,61,71.5,179.9,8.0,31.66
5.58,7,1,2,172,0,1,20,0,40,98.0,176.9,6.5,52.8
7.43,4,7,4,109,0,1,0,3,61,92.5,179.1,7.5,30.54
5.34,2,7,1,6,0,0,30,4,38,93.9,185.5,8.0,9.45
7.77,9,1,5,27,1,1,0,5,34,103.2,180.7,7.0,54.79
7.32,10,9,3,72,0,0,0,4,52,76.1,182.3,7.5,53.73
7.0,4,7,2,3,0,0,0,5,37,65.4,154.4,8.0,34.75
5.93,2,1,1,100,1,0,0,1,22,100.9,166.3,7.0,36.71
6.34,3,7,0,151,0,1,0,3,35,97.2,155.6,8.0,8.45
5.25,2,8,5,172,0,1,0,2,55,90.5,170.6,7.0,0.0
7.32,6,8,5,127,0,1,0,4,49,62.2,181.5,6.5,33.85
8.39,4,4,1,148,0,0,20,3,56,53.7,169.3,6.5,37.32
8.48,4,3,3,155,1,1,30,4,24,86.8,165.1,7.5,42.1
7.55,4,8,5,124,1,0,0,5,38,93.4,191.5,9.0,0.0
5.97,7,5,2,147,0,1,0,2,24,68.4,161.6,8.5,13.46
7.75,7,8,2,107,1,1,0,4,18,87.1,190.7,7.0,47.89
8.15,8,6,4,29,0,0,0,3,27,92.4,167.3,8.5,62.23
7.1,9,8,1,63,0,0,0,3,20,89.0,179.3,6.0,49.9
5.89,2,7,4,32,1,1,0,2,59,47.1,187.9,8.5,3.26
6.46,8,10,4,172,0,0,0,1,39,68.3,172.6,7.5,13.05
6.97,3,4,0,82,1,1,0,5,22,50.4,186.2,6.5,53.82
5.84,10,6,0,52,0,1,90,4,48,90.3,164.2,8.0,24.29
5.04,10,3,4,100,1,1,0,3,43,104.5,174.2,7.0,19.5
6.18,4,6,3,75,0,0,0,1,33,100.2,168.7,6.5,55.61
8.03,1,5,1,35,1,1,0,4,56,96.0,187.0,6.0,32.13
6.74,1,3,1,96,1,1,20,2,53,57.4,153.2,6.0,49.09
6.96,3,10,3,179,1,1,30,2,40,97.9,159.1,6.5,40.72
7.51,1,7,2,154,0,1,0,4,54,101.3,181.6,6.0,15.1
6.56,9,6,4,43,1,1,60,0,19,67.2,166.4,8.5,17.94
8.54,5,10,0,49,0,1,0,1,42,84.3,188.6,9.0,53.02
8.11,9,8,4,11,0,0,0,4,49,92.4,178.2,6.5,44.54
5.05,5,10,3,90,1,0,0,5,33,68.0,188.1,8.0,6.44
8.03,4,5,2,103,0,0,30,2,46,89.9,191.6,6.0,37.18
8.61,2,6,4,126,0,1,0,5,31,45.6,168.8,9.0,28.77
6.36,4,8,2,124,0,0,0,4,57,107.7,158.2,7.0,30.38
9.54,10,1,0,179,0,0,0,5,31,45.2,154.0,6.0,52.16
9.21,5,1,3,55,1,1,0,5,61,57.1,188.3,8.0,29.3
6.01,2,6,0,77,1,1,60,2,57,68.2,172.9,6.0,50.78
5.92,7,7,4,165,0,0,0,2,59,99.1,183.8,9.0,15.33
6.95,2,6,4,70,1,0,0,2,46,65.8,175.7,6.5,45.09
6.84,3,6,3,161,0,1,20,2,38,82.8,193.5,7.5,25.71
6.23,6,8,3,58,0,1,90,3,36,53.0,161.0,6.5,35.5
6.02,1,9,3,14,1,1,45,0,26,46.7,164.3,6.5,44.32
7.86,8,9,3,177,0,0,0,5,45,90.6,180.3,7.0,50.34
9.54,6,3,1,69,0,0,0,0,45,97.2,172.1,9.0,76.33
9.54,4,9,1,165,0,0,0,4,61,70.9,185.5,6.0,27.99
7.67,7,10,4,138,0,0,0,5,21,89.6,164.0,7.0,35.17
7.89,1,1,4,92,1,0,90,5,31,104.0,192.1,7.5,42.94
7.37,9,7,3,139,0,0,0,0,30,55.7,182.0,6.0,48.91
6.14,6,2,2,1,1,0,0,4,46,92.7,157.1,9.0,30.56
5.82,10,1,0,41,1,1,0,5,51,80.1,150.9,9.0,33.48
4.84,7,10,4,79,0,0,20,4,54,104.2,187.3,9.0,4.87
7.31,4,8,0,54,0,1,0,3,47,91.7,182.3,8.0,36.99
6.51,2,4,2,133,1,0,30,4,61,50.3,170.0,8.0,14.26
5.89,4,6,3,176,1,1,0,5,27,102.0,183.0,7.0,0.0
7.68,5,3,0,33,1,1,0,0,49,65.5,172.1,6.5,56.04
6.09,5,7,3,17,1,1,90,1,34,67.0,187.3,9.0,12.63
6.82,8,8,3,163,1,1,0,3,28,74.3,191.6,6.0,42.59
9.0,2,1,1,51,1,1,0,3,61,64.9,168.5,9.0,52.51
7.2,3,7,5,98,1,1,0,2,23,62.6,194.3,6.0,22.72
7.03,4,10,2,79,1,0,0,0,54,101.1,182.6,6.0,43.89
4.78,2,3,1,157,0,1,0,2,29,80.3,192.5,6.0,8.31
7.66,9,7,2,26,0,1,30,4,45,83.6,181.5,9.0,21.7
9.14,4,8,2,155,1,0,0,2,27,64.5,187.7,6.5,35.19
6.75,3,5,2,104,0,1,30,0,47,74.3,178.9,8.5,15.5
5.58,9,3,1,60,1,1,0,2,34,102.3,177.8,6.5,63.74
5.81,6,5,5,33,0,0,0,2,46,82.9,185.9,7.0,22.4
4.59,9,4,1,142,0,0,0,5,49,52.1,165.8,7.5,26.35
9.58,7,1,4,0,1,1,60,0,32,102.6,185.4,8.5,50.25
5.2,7,4,2,103,0,1,0,0,19,102.7,161.9,7.5,31.15
6.57,8,3,2,93,0,0,0,5,56,87.1,158.6,6.5,56.58
5.56,4,2,3,78,0,0,0,2,32,60.8,177.7,9.0,26.16
6.26,9,2,5,146,1,1,30,3,31,69.3,183.3,8.5,20.35
6.9,8,4,3,133,1,0,45,1,20,83.9,161.4,8.0,32.21
7.06,8,7,5,42,0,1,0,1,48,108.3,153.4,9.0,9.93
6.92,6,8,3,127,1,1,0,4,21,47.2,152.1,7.5,26.35
6.43,5,7,4,111,1,1,0,4,31,100.5,176.8,8.0,3.31
5.13,10,9,0,53,0,1,0,2,37,48.9,188.2,7.5,33.73
6.23,3,4,5,133,1,0,30,4,34,91.6,169.1,8.5,5.02
5.99,2,2,4,59,1,0,60,3,26,59.1,170.2,8.5,15.84
4.85,4,10,3,117,0,1,20,2,52,80.7,188.4,8.5,0.0
7.4,7,1,3,117,0,1,20,3,29,77.5,163.5,7.5,49.79
6.06,6,3,5,94,1,1,0,4,34,71.2,165.2,7.5,9.65
5.2,2,4,4,79,0,1,0,5,41,47.8,188.7,8.5,0.76
7.03,9,2,5,27,1,1,0,2,42,93.4,170.1,8.5,25.75
6.01,4,4,2,23,1,0,0,2,37,75.0,172.6,6.0,58.75
8.91,4,6,2,2,0,0,0,2,18,81.1,165.4,9.0,54.57
6.13,3,4,3,91,1,1,20,1,45,84.0,190.1,6.5,44.69
6.77,4,7,4,9,1,1,0,3,25,65.8,184.6,8.5,5.77
7.96,3,4,3,166,1,0,0,3,24,56.9,176.5,6.0,37.62
6.36,2,7,3,91,1,0,0,4,54,109.2,179.7,9.0,2.97
7.93,10,6,3,169,0,1,20,2,42,100.4,176.2,8.0,52.73
7.82,1,1,0,94,1,1,0,1,59,89.3,177.6,6.5,44.52
4.15,5,1,0,154,1,0,20,2,25,62.1,157.0,8.5,38.39
8.63,3,10,1,169,1,0,30,0,18,52.9,179.0,6.0,44.59
7.85,9,4,1,46,1,0,0,2,30,54.7,171.0,6.5,62.33
4.99,3,3,3,17,1,1,30,2,60,74.4,178.5,8.0,16.73
7.17,1,3,2,32,1,1,20,3,34,75.2,152.3,6.5,52.64
6.71,9,2,3,15,1,0,0,4,44,63.1,155.7,7.0,70.83
5.62,10,5,5,109,0,0,30,2,18,89.7,191.5,8.0,20.46
6.1,6,2,3,144,1,1,30,1,24,101.4,164.5,6.0,57.85
5.71,8,4,4,82,1,1,0,2,56,102.9,175.3,7.5,20.07
7.48,9,1,1,150,1,1,60,2,42,75.8,187.5,6.5,64.47
7.37,8,7,2,123,0,1,20,5,50,74.8,181.9,8.0,28.37
5.37,1,10,1,74,1,1,0,1,44,71.5,173.4,7.0,16.52
8.24,3,10,1,46,1,1,45,0,27,82.3,155.8,7.0,30.25
5.87,2,7,1,75,1,1,0,0,20,58.2,155.6,7.0,12.71
7.44,1,8,5,152,0,0,0,3,60,98.5,159.9,7.5,27.1
8.93,3,4,3,149,1,1,0,5,38,93.7,187.3,7.5,18.36
6.86,4,2,2,20,0,0,60,5,54,71.9,187.4,8.0,5.06
8.22,7,6,1,71,0,1,0,4,21,46.9,175.1,6.0,37.78
6.93,3,6,4,65,1,1,0,4,48,84.1,193.6,8.0,0.0
7.91,6,1,1,145,0,1,30,2,25,53.0,181.7,6.5,36.49
4.43,5,10,5,6,1,1,30,5,31,45.8,167.3,8.0,0.0
8.76,3,3,3,91,0,1,30,2,44,107.1,194.8,6.5,27.7
8.4,6,10,2,53,1,0,0,2,51,64.7,179.0,6.0,46.51
6.46,10,5,0,45,0,0,0,3,38,105.0,169.9,6.0,72.68
8.2,4,3,4,7,1,1,0,4,25,49.9,190.4,7.0,28.87
6.05,5,7,4,110,0,1,45,2,26,60.7,170.8,6.5,35.79
7.51,1,10,2,133,1,1,0,2,35,56.8,181.4,7.5,36.03
5.76,2,1,1,44,1,1,0,2,47,61.4,167.5,6.5,51.04
8.4,9,6,5,160,1,1,20,2,44,100.5,173.3,6.0,29.96
8.65,10,2,3,40,1,1,0,2,22,75.3,163.6,8.5,71.98
4.76,4,8,0,32,1,1,0,2,27,90.4,165.8,8.5,18.41
6.6,5,3,1,119,0,1,0,0,29,95.5,159.9,7.5,49.24
5.69,1,8,2,135,0,1,0,0,32,90.1,170.9,8.0,8.54
6.55,1,2,0,104,0,1,0,4,19,67.7,166.0,6.5,49.36
